UserID,Purchased,Edition,TrialStarted,TrialDate,ActiveReps,ActivitiesPerRep,MessagesCnt,AuditsCnt,ClientNotesCnt,FormsCnt,NewPlaceCnt,OrdersCnt,PhotosCnt,StatusChangedCnt,WorkdayStartCnt,ScheduleCnt,ScheduledRepsCnt,ScheduledPlacesCnt,ImportCnt
13336,0,N/A,2016-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13336,0,N/A,2016-01-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13336,0,N/A,2016-01-01,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13336,0,N/A,2016-01-01,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13336,0,N/A,2016-01-01,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13336,0,N/A,2016-01-01,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13336,0,N/A,2016-01-01,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13336,0,N/A,2016-01-01,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13336,0,N/A,2016-01-01,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13336,0,N/A,2016-01-01,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13336,0,N/A,2016-01-01,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13336,0,N/A,2016-01-01,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13336,0,N/A,2016-01-01,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13336,0,N/A,2016-01-01,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13336,0,N/A,2016-01-01,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13336,0,N/A,2016-01-01,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13337,0,N/A,2016-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13337,0,N/A,2016-01-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13337,0,N/A,2016-01-01,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13337,0,N/A,2016-01-01,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13337,0,N/A,2016-01-01,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13337,0,N/A,2016-01-01,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13337,0,N/A,2016-01-01,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13337,0,N/A,2016-01-01,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13337,0,N/A,2016-01-01,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13337,0,N/A,2016-01-01,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13337,0,N/A,2016-01-01,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13337,0,N/A,2016-01-01,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13337,0,N/A,2016-01-01,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13337,0,N/A,2016-01-01,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13337,0,N/A,2016-01-01,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13337,0,N/A,2016-01-01,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13339,0,N/A,2016-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13339,0,N/A,2016-01-01,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
13339,0,N/A,2016-01-01,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13339,0,N/A,2016-01-01,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13339,0,N/A,2016-01-01,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13339,0,N/A,2016-01-01,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13339,0,N/A,2016-01-01,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13339,0,N/A,2016-01-01,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13339,0,N/A,2016-01-01,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13339,0,N/A,2016-01-01,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13339,0,N/A,2016-01-01,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13339,0,N/A,2016-01-01,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13339,0,N/A,2016-01-01,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13339,0,N/A,2016-01-01,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13339,0,N/A,2016-01-01,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13339,0,N/A,2016-01-01,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13340,0,N/A,2016-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13340,0,N/A,2016-01-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13340,0,N/A,2016-01-01,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13340,0,N/A,2016-01-01,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13340,0,N/A,2016-01-01,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13340,0,N/A,2016-01-01,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13340,0,N/A,2016-01-01,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13340,0,N/A,2016-01-01,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13340,0,N/A,2016-01-01,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13340,0,N/A,2016-01-01,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13340,0,N/A,2016-01-01,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13340,0,N/A,2016-01-01,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13340,0,N/A,2016-01-01,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13340,0,N/A,2016-01-01,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13340,0,N/A,2016-01-01,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13340,0,N/A,2016-01-01,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13344,0,N/A,2016-01-01,0,1,4,0,0,0,0,0,0,1,0,1,0,0,0,0
13344,0,N/A,2016-01-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13344,0,N/A,2016-01-01,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13344,0,N/A,2016-01-01,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13344,0,N/A,2016-01-01,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13344,0,N/A,2016-01-01,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13344,0,N/A,2016-01-01,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13344,0,N/A,2016-01-01,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13344,0,N/A,2016-01-01,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13344,0,N/A,2016-01-01,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13344,0,N/A,2016-01-01,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13344,0,N/A,2016-01-01,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13344,0,N/A,2016-01-01,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13344,0,N/A,2016-01-01,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13344,0,N/A,2016-01-01,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13344,0,N/A,2016-01-01,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13346,0,N/A,2016-01-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13346,0,N/A,2016-01-02,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13346,0,N/A,2016-01-02,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13346,0,N/A,2016-01-02,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13346,0,N/A,2016-01-02,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13346,0,N/A,2016-01-02,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13346,0,N/A,2016-01-02,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13346,0,N/A,2016-01-02,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13346,0,N/A,2016-01-02,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13346,0,N/A,2016-01-02,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13346,0,N/A,2016-01-02,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13346,0,N/A,2016-01-02,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13346,0,N/A,2016-01-02,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13346,0,N/A,2016-01-02,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13346,0,N/A,2016-01-02,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13346,0,N/A,2016-01-02,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13347,0,N/A,2016-01-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13347,0,N/A,2016-01-02,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13347,0,N/A,2016-01-02,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13347,0,N/A,2016-01-02,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13347,0,N/A,2016-01-02,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13347,0,N/A,2016-01-02,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13347,0,N/A,2016-01-02,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13347,0,N/A,2016-01-02,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13347,0,N/A,2016-01-02,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13347,0,N/A,2016-01-02,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13347,0,N/A,2016-01-02,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13347,0,N/A,2016-01-02,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13347,0,N/A,2016-01-02,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13347,0,N/A,2016-01-02,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13347,0,N/A,2016-01-02,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13347,0,N/A,2016-01-02,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13351,0,N/A,2016-01-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13351,0,N/A,2016-01-02,1,1,7,2,0,0,0,0,0,1,0,2,0,0,0,0
13351,0,N/A,2016-01-02,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13351,0,N/A,2016-01-02,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13351,0,N/A,2016-01-02,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13351,0,N/A,2016-01-02,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13351,0,N/A,2016-01-02,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13351,0,N/A,2016-01-02,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13351,0,N/A,2016-01-02,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13351,0,N/A,2016-01-02,9,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0
13351,0,N/A,2016-01-02,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13351,0,N/A,2016-01-02,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13351,0,N/A,2016-01-02,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13351,0,N/A,2016-01-02,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13351,0,N/A,2016-01-02,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13351,0,N/A,2016-01-02,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13353,0,N/A,2016-01-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13353,0,N/A,2016-01-02,1,1,4,0,0,1,0,1,0,0,1,0,0,0,0,0
13353,0,N/A,2016-01-02,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13353,0,N/A,2016-01-02,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13353,0,N/A,2016-01-02,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13353,0,N/A,2016-01-02,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13353,0,N/A,2016-01-02,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13353,0,N/A,2016-01-02,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13353,0,N/A,2016-01-02,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13353,0,N/A,2016-01-02,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13353,0,N/A,2016-01-02,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13353,0,N/A,2016-01-02,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13353,0,N/A,2016-01-02,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13353,0,N/A,2016-01-02,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13353,0,N/A,2016-01-02,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13353,0,N/A,2016-01-02,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13360,1,organization,2016-01-03,0,4,1,0,0,0,0,0,0,0,0,1,65,1,16,0
13360,1,organization,2016-01-03,1,101,14,0,0,23,845,0,0,23,0,67,62,1,15,487
13360,1,organization,2016-01-03,2,103,47,0,0,113,3148,0,0,137,0,101,66,1,16,0
13360,1,organization,2016-01-03,3,103,51,0,0,114,3441,0,0,139,0,104,0,0,0,0
13360,1,organization,2016-01-03,4,102,51,0,0,104,3326,0,0,163,0,104,0,0,0,61
13360,1,organization,2016-01-03,5,132,37,0,0,115,3126,0,0,167,0,104,0,0,0,1
13360,1,organization,2016-01-03,6,139,34,0,0,147,3130,0,0,0,0,104,0,0,0,108
13360,1,organization,2016-01-03,7,53,2,0,0,2,24,0,0,0,0,25,0,0,0,0
13360,1,organization,2016-01-03,8,125,40,0,0,120,3354,0,0,0,0,103,0,0,0,1
13360,1,organization,2016-01-03,9,133,30,0,0,123,2611,0,0,0,0,102,0,0,0,0
13360,1,organization,2016-01-03,10,105,47,0,0,123,3281,0,0,0,0,103,0,0,0,740
13360,1,organization,2016-01-03,11,147,44,2,0,198,4225,0,0,0,0,136,0,0,0,120
13360,1,organization,2016-01-03,12,174,45,0,0,187,5149,0,0,0,0,175,0,0,0,0
13360,1,organization,2016-01-03,13,220,43,0,0,247,6206,0,0,0,0,217,0,0,0,0
13360,1,organization,2016-01-03,14,28,3,0,0,5,26,0,0,0,0,27,0,0,0,0
13360,1,organization,2016-01-03,15,245,45,0,0,362,7265,0,0,0,0,242,0,0,0,66
